2026/09/12 13:56:51.558, 62, 2392 MHz, 94 %, 0 %, 28.71 W
2026/09/12 13:57:02.667, 62, 2392 MHz, 94 %, 0 %, 28.40 W
2026/09/12 13:57:13.760, 62, 2392 MHz, 94 %, 0 %, 28.67 W
2026/09/12 13:57:24.852, 62, 2392 MHz, 93 %, 0 %, 28.55 W
2026/09/12 13:57:35.940, 62, 2392 MHz, 94 %, 0 %, 28.90 W
2026/09/12 13:57:47.041, 62, 2385 MHz, 94 %, 0 %, 30.11 W
2026/09/12 13:57:58.134, 62, 2392 MHz, 94 %, 0 %, 28.75 W
2026/09/12 13:58:09.227, 62, 2392 MHz, 94 %, 0 %, 28.94 W
2026/09/12 13:58:20.324, 62, 2392 MHz, 95 %, 0 %, 28.64 W
2026/09/12 13:58:31.418, 62, 2392 MHz, 94 %, 0 %, 28.70 W
2026/09/12 13:58:42.513, 62, 2392 MHz, 94 %, 0 %, 28.64 W
2026/09/12 13:58:53.599, 62, 2392 MHz, 94 %, 0 %, 28.56 W
2026/09/12 13:59:04.697, 62, 2392 MHz, 93 %, 0 %, 28.73 W
2026/09/12 13:59:15.780, 62, 2392 MHz, 94 %, 0 %, 28.61 W
2026/09/12 13:59:26.877, 62, 2392 MHz, 93 %, 0 %, 28.39 W
2026/09/12 13:59:37.969, 62, 2392 MHz, 94 %, 0 %, 28.78 W
2026/09/12 13:59:49.068, 62, 2392 MHz, 94 %, 0 %, 28.72 W
2026/09/12 14:00:00.165, 62, 2392 MHz, 94 %, 0 %, 28.69 W
2026/09/12 14:00:11.270, 62, 2392 MHz, 94 %, 0 %, 28.71 W
2026/09/12 14:00:22.367, 62, 2392 MHz, 93 %, 0 %, 28.66 W
2026/09/12 14:00:33.459, 62, 2392 MHz, 94 %, 0 %, 28.68 W
2026/09/12 14:00:44.556, 62, 2392 MHz, 94 %, 0 %, 28.72 W
2026/09/12 14:00:55.652, 62, 2392 MHz, 95 %, 0 %, 28.65 W
2026/09/12 14:01:06.754, 62, 2392 MHz, 95 %, 0 %, 29.16 W
2026/09/12 14:01:17.852, 62, 2392 MHz, 94 %, 0 %, 28.83 W
2026/09/12 14:01:28.945, 62, 2392 MHz, 94 %, 0 %, 28.83 W
2026/09/12 14:01:40.038, 62, 2392 MHz, 94 %, 0 %, 29.03 W
2026/09/12 14:01:51.140, 62, 2392 MHz, 94 %, 0 %, 28.89 W
2026/09/12 14:02:02.243, 62, 2392 MHz, 94 %, 0 %, 29.64 W
2026/09/12 14:02:13.348, 62, 2392 MHz, 94 %, 0 %, 28.80 W
2026/09/12 14:02:24.449, 62, 2392 MHz, 94 %, 0 %, 28.78 W
2026/09/12 14:02:35.541, 62, 2392 MHz, 94 %, 0 %, 28.92 W
2026/09/12 14:02:46.636, 62, 2392 MHz, 94 %, 0 %, 28.69 W
2026/09/12 14:02:57.726, 62, 2392 MHz, 95 %, 0 %, 28.72 W
2026/09/12 14:03:08.823, 62, 2392 MHz, 95 %, 0 %, 28.71 W
2026/09/12 14:03:19.917, 62, 2392 MHz, 94 %, 0 %, 28.82 W
2026/09/12 14:03:31.014, 62, 2392 MHz, 94 %, 0 %, 28.77 W
2026/09/12 14:03:42.100, 62, 2392 MHz, 95 %, 0 %, 29.94 W
2026/09/12 14:03:53.201, 62, 2392 MHz, 94 %, 0 %, 28.75 W
2026/09/12 14:04:04.297, 62, 2392 MHz, 94 %, 0 %, 28.90 W
2026/09/12 14:04:15.403, 62, 2392 MHz, 94 %, 0 %, 28.72 W
2026/09/12 14:04:26.493, 62, 2392 MHz, 94 %, 0 %, 29.73 W
2026/09/12 14:04:37.599, 62, 2392 MHz, 94 %, 0 %, 28.77 W
2026/09/12 14:04:48.698, 62, 2392 MHz, 94 %, 0 %, 28.84 W
2026/09/12 14:04:59.802, 62, 2392 MHz, 94 %, 0 %, 28.52 W
2026/09/12 14:05:10.899, 62, 2392 MHz, 94 %, 0 %, 28.55 W
2026/09/12 14:05:21.997, 62, 2392 MHz, 95 %, 0 %, 28.56 W
